local_law_id,name,address,type_of_law_enforcement,city_id
1004227,MCINTYRE POLICE DEPARTMENT,102 MAIN STREET,LOCAL POLICE DEPARTMENT,1840016941
1004283,NICHOLLS POLICE DEPARTMENT,110 LIBERTY STREET NORTH,LOCAL POLICE DEPARTMENT,1840014947
1004103,HOBOKEN POLICE DEPARTMENT,103 PALM STREET,LOCAL POLICE DEPARTMENT,1840014973
1004493,WARWICK POLICE DEPARTMENT,132 WASHINGTON STREET SOUTHEAST,LOCAL POLICE DEPARTMENT,1840015856
1004451,THOMSON POLICE DEPARTMENT SUBSTATION,200 WEST HALL STREET,LOCAL POLICE DEPARTMENT,1840015703
1004689,IOWA STATE PATROL DISTRICT 15,5912 NORTHWEST 2ND STREET,LOCAL POLICE DEPARTMENT,1840007069
1003801,GRAHAM POLICE DEPARTMENT,9659 GOLDEN ISLE WEST,LOCAL POLICE DEPARTMENT,1840013850
1004338,RICHMOND HILL POLICE DEPARTMENT,120 RICHARD R DAVIS DRIVE,LOCAL POLICE DEPARTMENT,1840014913
1004097,HINESVILLE POLICE DEPARTMENT,123 EAST MARTIN LUTHER KING JUNIOR DRIVE,LOCAL POLICE DEPARTMENT,1840014931
1004356,ROSSVILLE POLICE DEPARTMENT,500 MCFARLAND AVENUE,LOCAL POLICE DEPARTMENT,1840014655
1003995,EAST ELLIJAY POLICE DEPARTMENT,107 OAK STREET,LOCAL POLICE DEPARTMENT,1840013574
1004042,FRANKLIN POLICE DEPARTMENT,118 DAVIS STREET,LOCAL POLICE DEPARTMENT,1840013769
1004526,ZEBULON POLICE DEPARTMENT,7818 UNITED STATES HIGHWAY 19 SOUTH,LOCAL POLICE DEPARTMENT,1840015754
1004162,LAWRENCEVILLE POLICE DEPARTMENT,20 SOUTH CLAYTON STREET,LOCAL POLICE DEPARTMENT,1840014745
1004499,WAVERLY HALL POLICE DEPARTMENT,"9108 STATE HIGHWAY 85, CITY HALL",LOCAL POLICE DEPARTMENT,1840016960
1004347,ROCHELLE CITY POLICE DEPARTMENT / ROCHELLE CITY JAIL,410 STEPHENS STREET,LOCAL POLICE DEPARTMENT,1840014928
1004371,SANDY SPRINGS POLICE DEPARTMENT HEADQUARTERS,"7840 ROSWELL RD, #500",LOCAL POLICE DEPARTMENT,1840015609
1003767,GEORGIA SECRETARY OF STATE - INVESTIGATIONS,"2 MLK JR DR SE, SUITE 802 W TOWER",SPECIAL JURISDICTION,1840013660
1007982,FARMERVILLE POLICE DEPARTMENT,302 MARTIN LUTHER KING DRIVE,LOCAL POLICE DEPARTMENT,1840016939
1008041,TERREBONNE PARISH SHERIFF'S OFFICE,"7856 W MAIN ST, PO BOX 1670",SHERIFF'S OFFICE,1840015063
1001571,DEL NORTE COUNTY SHERIFFS DEPARTMENT / DEL NORTE COUNTY JAIL,650 5TH STREET,SHERIFF'S OFFICE,1840018707
1004636,CENTERVILLE POLICE DEPARTMENT,1125 WEST VAN BUREN STREET,LOCAL POLICE DEPARTMENT,1840001006
1001103,QUITMAN POLICE DEPARTMENT,5 2ND STREET,LOCAL POLICE DEPARTMENT,1840014542
1001152,TYRONZA POLICE DEPARTMENT,143 SOUTH MAIN STREET,LOCAL POLICE DEPARTMENT,1840015407
1001070,PALESTINE POLICE DEPARTMENT,101 HIGGINS AVENUE,LOCAL POLICE DEPARTMENT,1840014620
1001078,PATTERSON POLICE DEPARTMENT,123 MAIN STREET,LOCAL POLICE DEPARTMENT,1840014582
1001085,PIGGOTT POLICE DEPARTMENT,194 WEST COURT STREET,LOCAL POLICE DEPARTMENT,1840014457
1001020,POLK COUNTY SHERIFFS OFFICE,507 CHURCH STREET,SHERIFF'S OFFICE,1840015549
1001097,RANDOLPH COUNTY SHERIFFS OFFICE,1510 PACE ROAD,SHERIFF'S OFFICE,1840014448
1001039,MOUNTAINBURG POLICE DEPARTMENT,101 UNITED STATES HIGHWAY 71 SOUTHWEST,LOCAL POLICE DEPARTMENT,1840014537
1001003,LEE COUNTY SHERIFFS OFFICE,15 EAST CHESTNUT STREET,SHERIFF'S OFFICE,1840015534
1001004,MARIANNA POLICE DEPARTMENT,35 POPLAR ST,LOCAL POLICE DEPARTMENT,1840015534
1001084,CLAY COUNTY SHERIFFS OFFICE,268 SOUTH 2ND AVENUE,SHERIFF'S OFFICE,1840014457
1001125,SHERIDAN POLICE DEPARTMENT,304 GATSKE DRIVE,LOCAL POLICE DEPARTMENT,1840015565
1001028,MONTROSE POLICE DEPARTMENT,305 EAST 2ND STREET,LOCAL POLICE DEPARTMENT,1840014839
1001104,RAVENDEN POLICE DEPARTMENT,227 SOUTH 2ND STREET,LOCAL POLICE DEPARTMENT,1840017732
1001040,MULBERRY POLICE DEPARTMENT,207 NORTH MAIN STREET,LOCAL POLICE DEPARTMENT,1840014538
1001007,MARMADUKE POLICE DEPARTMENT,104 SOUTH 1ST STREET,LOCAL POLICE DEPARTMENT,1840015322
1001108,RISON POLICE DEPARTMENT,405 MAIN STREET,LOCAL POLICE DEPARTMENT,1840014761
1001154,CITY OF KIBLER POLICE DEPARTMENT,50 OAK TERRACE,LOCAL POLICE DEPARTMENT,1840015397
1001063,PULASKI TECHNICAL COLLEGE,"3000 WEST SCENIC DRIVE, ROOM A-126",SPECIAL JURISDICTION,1840014632
1001008,MARSHALL POLICE DEPARTMENT,"102 COLLEGE, COLLEGE STREET MUNICIPAL BUILDING",CONSTABLE/MARSHAL,1840015352
1001069,OZARK POLICE DEPARTMENT,200 SOUTH 4TH,LOCAL POLICE DEPARTMENT,1840014531
1001138,STAR CITY POLICE DEPARTMENT,200 SOUTH JEFFERSON STREET,LOCAL POLICE DEPARTMENT,1840015611
1001135,WASHINGTON COUNTY CONSTABLE - DISTRICT 2,3911 LUVENE AVE,CONSTABLE/MARSHAL,1840015336
1003220,GROVELAND POLICE DEPARTMENT,408 WEST ORANGE STREET,LOCAL POLICE DEPARTMENT,1840014056
1003517,PONCE INLET POLICE DEPARTMENT,4301 SOUTH PENINSULA DRIVE,LOCAL POLICE DEPARTMENT,1840017227
1003326,BAKER COUNTY SHERIFFS DEPARTMENT,56 NORTH 2ND STREET,SHERIFF'S OFFICE,1840015921
1003223,GULF STREAM POLICE DEPARTMENT,246 SEA ROAD,LOCAL POLICE DEPARTMENT,1840017265
1003318,LIGHTHOUSE POINT POLICE DEPARTMENT - HEADQUARTERS,3701 NORTHEAST 22ND AVENUE,LOCAL POLICE DEPARTMENT,1840015998
1002462,CALHAN POLICE DEPARTMENT,556 COLORADO AVENUE,LOCAL POLICE DEPARTMENT,1840022476
1002717,RIFLE POLICE DEPARTMENT,202 RAILROAD AVENUE,LOCAL POLICE DEPARTMENT,1840020185
1002696,OLATHE POLICE DEPARTMENT,420 HORTON AVENUE,LOCAL POLICE DEPARTMENT,1840022506
1002560,ERIE POLICE DEPARTMENT,645 HOLBROOK STREET,LOCAL POLICE DEPARTMENT,1840021362
1002671,MANASSA POLICE DEPARTMENT,401 MAIN STREET,LOCAL POLICE DEPARTMENT,1840022566
1002621,HUGO TOWN MARSHAL,522 2ND AVENUE,CONSTABLE/MARSHAL,1840021452
1002719,SAGUACHE COUNTY SHERIFFS OFFICE,530 5TH STREET,SHERIFF'S OFFICE,1840021510
1002506,MOFFAT COUNTY SHERIFFS OFFICE,"800 WEST 1ST STREET, SUITE 100",SHERIFF'S OFFICE,1840018741
1002700,ARCHULETA COUNTY SHERIFFS OFFICE / ARCHULETA COUNTY JAIL,449 SAN JUAN STREET,SHERIFF'S OFFICE,1840022565
1002733,BACA COUNTY SHERIFFS OFFICE,265 EAST 2ND AVENUE,SHERIFF'S OFFICE,1840022551
1003896,RABUN COUNTY SHERIFFS OFFICE,"25 COURTHOUSE SQUARE, SUITE 301",SHERIFF'S OFFICE,1840014636
1004150,TROUP COUNTY SHERIFFS DEPARTMENT / TROUP COUNTY JAIL,130 SAM WALKER DRIVE,SHERIFF'S OFFICE,1840029147
1004496,WILKES COUNTY SHERIFFS OFFICE / WILKES COUNTY JAIL,225 ANDREW DRIVE,SHERIFF'S OFFICE,1840015641
1004525,PIKE COUNTY SHERIFFS DEPARTMENT / PIKE COUNTY JAIL,89 JACKSON STREET,SHERIFF'S OFFICE,1840015754
1003813,FANNIN COUNTY SHERIFFS OFFICE / FANNIN COUNTY JAIL,645 WEST 1ST STREET,SHERIFF'S OFFICE,1840013551
1004802,LE GRAND POLICE DEPARTMENT,104 WEST MAIN STREET,LOCAL POLICE DEPARTMENT,1840008115
1003708,BACON COUNTY SHERIFFS OFFICE / BACON COUNTY JAIL,307 SOUTH DIXON STREET,SHERIFF'S OFFICE,1840013863
1003799,APPLING COUNTY SHERIFFS OFFICE / APPLING COUNTY JAIL,560 BARNES STREET,SHERIFF'S OFFICE,1840013850
1008149,NEW ORLEANS HARBOR POLICE PORT OF NEW ORLEANS,1 3RD STREET,SPECIAL JURISDICTION,1840001839
1008258,SLIDELL POLICE DEPARTMENT,2112 SERGEANT ALFRED DRIVE,LOCAL POLICE DEPARTMENT,1840015911
1008145,CRESENT CITY CONNECTION POLICE DEPARTMENT,"2001 MARDI GRAS BOULEVARD, PO BOX 6297",SPECIAL JURISDICTION,1840001839
1002087,LOS RIOS COMMUNITY COLLEGE DISTRICT POLICE,EAST ROAD,SPECIAL JURISDICTION,1840021491
1001560,CORONADO POLICE DEPARTMENT,700 ORANGE AVENUE,LOCAL POLICE DEPARTMENT,1840019354
1002297,SUISUN CITY POLICE DEPARTMENT,701 CIVIC CENTER BOULEVARD,LOCAL POLICE DEPARTMENT,1840028115
1002258,SAUSALITO POLICE DEPARTMENT,29 CALEDONIA STREET,LOCAL POLICE DEPARTMENT,1840021514
1002003,EL DORADO COUNTY SHERIFFS DEPARTMENT,300 FAIR LANE,SHERIFF'S OFFICE,1840020238
1004582,BUTLER COUNTY SHERIFFS OFFICE / BUTLER COUNTY JAIL,428 6TH STREET,SHERIFF'S OFFICE,1840006913
1001219,EAGAR POLICE DEPARTMENT,174 SOUTH MAIN STREET,LOCAL POLICE DEPARTMENT,1840021623
1003175,FELLSMERE CITY POLICE DEPARTMENT,21 SOUTH CYPRESS STREET,LOCAL POLICE DEPARTMENT,1840014165
1003587,SUNRISE POLICE DEPARTMENT - HEADQUARTERS,777 SAWGRASS CORPORATE PARKWAY,LOCAL POLICE DEPARTMENT,1840016000
1003391,MIAMI BEACH POLICE DEPARTMENT - HEADQUARTERS,1100 WASHINGTON AVENUE,LOCAL POLICE DEPARTMENT,1840015150
1003531,QUINCY POLICE DEPARTMENT,121 EAST JEFFERSON STREET,LOCAL POLICE DEPARTMENT,1840015022
1003589,SURFSIDE POLICE DEPARTMENT,9293 HARDING AVENUE,LOCAL POLICE DEPARTMENT,1840017278
1003321,LONGBOAT KEY TOWN POLICE DEPARTMENT,5460 GULF OF MEXICO DRIVE,LOCAL POLICE DEPARTMENT,1840017250
1008830,WORCESTER STATE COLLEGE POLICE DEPARTMENT,486 CHANDLER STREET,SPECIAL JURISDICTION,1840000434
1004828,MARSHALLTOWN POLICE DEPARTMENT,22 NORTH CENTER STREET,CONSTABLE/MARSHAL,1840008112
1004700,DUNKERTON POLICE DEPARTMENT,200 TOWER STREET,LOCAL POLICE DEPARTMENT,1840008061
1004593,ARMSTRONG POLICE DEPARTMENT,519 6TH STREET,LOCAL POLICE DEPARTMENT,1840006850
1003561,SATELLITE BEACH POLICE DEPARTMENT,510 CINNAMON DRIVE,LOCAL POLICE DEPARTMENT,1840015961
1003407,MULBERRY POLICE DEPARTMENT,101 EAST CANAL STREET,LOCAL POLICE DEPARTMENT,1840015105
1003233,HIGHLAND BEACH POLICE DEPARTMENT,3614 SOUTH OCEAN BOULEVARD,LOCAL POLICE DEPARTMENT,1840015995
1003418,NEPTUNE BEACH POLICE DEPARTMENT,200 LEMON STREET,LOCAL POLICE DEPARTMENT,1840015030
1003470,PALM BAY POLICE DEPARTMENT,130 MALABAR ROAD SOUTHEAST,LOCAL POLICE DEPARTMENT,1840015094
1003134,DAVIE POLICE DEPARTMENT,1230 SOUTH NOB HILL ROAD,LOCAL POLICE DEPARTMENT,1840017272
1003314,LAUDERHILL POLICE DEPARTMENT,6279 WEST OAKLAND PARK BOULEVARD,LOCAL POLICE DEPARTMENT,1840015146
1003464,OVIEDO CITY POLICE DEPARTMENT,300 ALEXANDRIA BOULEVARD,LOCAL POLICE DEPARTMENT,1840015089
1003157,DELRAY BEACH POLICE DEPARTMENT,300 WEST ATLANTIC AVENUE,LOCAL POLICE DEPARTMENT,1840015123
1003042,ALTAMONTE SPRINGS POLICE DEPARTMENT,175 NEWBURYPORT AVENUE,LOCAL POLICE DEPARTMENT,1840014072
1003472,SOUTH PALM BEACH POLICE DEPARTMENT,3577 SOUTH OCEAN BOULEVARD,LOCAL POLICE DEPARTMENT,1840017267
1003146,DAYTONA BEACH SHORES DEPARTMENT OF PUBLIC SAFETY - POLICE DEPARTMENT,3050 SOUTH ATLANTIC AVENUE,LOCAL POLICE DEPARTMENT,1840015069
1002436,AVON POLICE DEPARTMENT,400 BENCHMARK ROAD,LOCAL POLICE DEPARTMENT,1840020194
1002499,COLUMBINE VALLEY POLICE DEPARTMENT,2 MIDDLEFIELD ROAD,LOCAL POLICE DEPARTMENT,1840028444
1002740,STRATTON MARSHALS OFFICE,127 COLORADO AVENUE,CONSTABLE/MARSHAL,1840022452
1002757,WIGGINS POLICE DEPARTMENT,304 CENTRAL AVENUE,LOCAL POLICE DEPARTMENT,1840022420
1002674,MANZANOLA POLICE DEPARTMENT,301 NORTH PARK STREET,LOCAL POLICE DEPARTMENT,1840022526
1002426,ARVADA POLICE DEPARTMENT,8101 RALSTON ROAD,LOCAL POLICE DEPARTMENT,1840018788
1002459,BURLINGTON POLICE DEPARTMENT,480 15TH STREET,LOCAL POLICE DEPARTMENT,1840018806
1002610,GREENWOOD VILLAGE POLICE DEPARTMENT,6060 SOUTH QUEBEC STREET,LOCAL POLICE DEPARTMENT,1840020212
1002725,SHERIDAN POLICE DEPARTMENT,4101 SOUTH FEDERAL BOULEVARD,LOCAL POLICE DEPARTMENT,1840021440
1002702,PALISADE POLICE DEPARTMENT,175 EAST 3RD STREET,LOCAL POLICE DEPARTMENT,1840022465
1002423,ALMA POLICE DEPARTMENT,59 EAST BUCKSKIN STREET,LOCAL POLICE DEPARTMENT,1840021454
1002478,CEDAREDGE POLICE DEPARTMENT,140 NORTHWEST 2ND STREET,LOCAL POLICE DEPARTMENT,1840022473
1002446,BOULDER POLICE DEPARTMENT,1805 33RD STREET,LOCAL POLICE DEPARTMENT,1840018774
1002716,RIDGWAY MARSHALS OFFICE,201 NORTH RAILROAD STREET,CONSTABLE/MARSHAL,1840021512
1002633,KREMMLING POLICE DEPARTMENT,1318 PARK AVENUE,LOCAL POLICE DEPARTMENT,1840021410
1002551,EATON POLICE DEPARTMENT,244 1ST STREET,LOCAL POLICE DEPARTMENT,1840021359
1002585,FRUITA POLICE DEPARTMENT,101 WEST MCCUNE AVENUE,LOCAL POLICE DEPARTMENT,1840020229
1002662,LOCHBUIE POLICE DEPARTMENT,703 CO ROAD 37,LOCAL POLICE DEPARTMENT,1840021373
1004441,THOMASTON POLICE DEPARTMENT,1100 BARNESVILLE STREET,LOCAL POLICE DEPARTMENT,1840015776
1004099,LIBERTY COUNTY SHERIFF'S OFFICE,201 S MAIN ST,SHERIFF'S OFFICE,1840014931
1008112,TUNICA-BILOXI TRIBAL POLICE DEPARTMENT,133 MELANCON RD.,LOCAL POLICE DEPARTMENT,1840015878
1001537,CLOVIS POLICE DEPARTMENT,1233 5TH STREET,LOCAL POLICE DEPARTMENT,1840018944
1005405,COUNTRY CLUB HILLS POLICE DEPARTMENT,3700 WEST 175TH PLACE,LOCAL POLICE DEPARTMENT,1840007025
1009815,PLYMOUTH CITY POLICE DEPARTMENT,201 SOUTH MAIN STREET,LOCAL POLICE DEPARTMENT,1840003959
1006490,HAMMOND POLICE DEPARTMENT,509 EAST DOUGLAS STREET,LOCAL POLICE DEPARTMENT,1840007092
1006363,COLFAX POLICE DEPARTMENT,210 WEST MAIN STREET,LOCAL POLICE DEPARTMENT,1840009431
1007270,PROTECTION POLICE DEPARTMENT,108 WEST WALNUT STREET,LOCAL POLICE DEPARTMENT,1840009909
1008940,DENTON POLICE DEPARTMENT,100 NORTH 3RD STREET,LOCAL POLICE DEPARTMENT,1840005932
1005324,CHADWICK POLICE DEPARTMENT,10 WEST SECOND STREET,LOCAL POLICE DEPARTMENT,1840010139
1007119,RUSH COUNTY SHERIFFS OFFICE,715 ELM STREET,SHERIFF'S OFFICE,1840008628
1009388,CENTER LINE DEPARTMENT OF PUBLIC SAFETY,7070 EAST 10 MILE ROAD,LOCAL POLICE DEPARTMENT,1840002419
1008922,UPPER SHORE COMMUNITY MENTAL HEALTH CENTER SECURITY,300 SCHEELER ROAD,SPECIAL JURISDICTION,1840005798
1005827,CARROLL COUNTY SHERIFFS DEPARTMENT,301 NORTH MAIN STREET,SHERIFF'S OFFICE,1840008127
1002996,DELAWARE STATE FIRE MARSHAL OFFICE,1537 CHESTNUT GROVE ROAD,SPECIAL JURISDICTION,1840005810
1002989,CLAYTON POLICE DEPARTMENT,414 MAIN STREET,LOCAL POLICE DEPARTMENT,1840005815
1005871,NORTH CHICAGO POLICE DEPARTMENT,1850 LEWIS AVENUE,LOCAL POLICE DEPARTMENT,1840008086
1005540,JO DAVIESS COUNTY SHERIFFS OFFICE / JO DAVIESS COUNTY JAIL,330 NORTH BENCH STREET,SHERIFF'S OFFICE,1840008082
1006143,CUMBERLAND COUNTY SHERIFFS OFFICE / CUMBERLAND COUNTY JAIL,166 COURTHOUSE SQUARE,SHERIFF'S OFFICE,1840012692
1006419,CRAWFORD COUNTY SHERIFFS DEPARTMENT / CRAWFORD COUNTY SHERIFFS DEPARTMENT JAIL,715 JUDICIAL PLAZA DRIVE,SHERIFF'S OFFICE,1840010810
1006270,ANDREWS TOWN MARSHAL,66 NORTH MAIN STREET,CONSTABLE/MARSHAL,1840010341
1008951,ELKTON POLICE DEPARTMENT,100 RAILROAD AVENUE,LOCAL POLICE DEPARTMENT,1840005635
1008838,ANNE ARUNDEL COUNTY SHERIFFS OFFICE,7 CHURCH CIRCLE,SHERIFF'S OFFICE,1840005928
1005150,TWIN FALLS COUNTY SHERIFFS OFFICE / TWIN FALLS COUNTY JAIL,425 SHOSHONE STREET NORTH,SHERIFF'S OFFICE,1840021301
1007658,ANCHORAGE CITY POLICE DEPARTMENT,11506 PARK ROAD,LOCAL POLICE DEPARTMENT,1840030815
1005493,ELWOOD POLICE DEPARTMENT,401 EAST MISSISSIPPI AVENUE,LOCAL POLICE DEPARTMENT,1840011485
1006345,CHARLESTOWN CITY POLICE DEPARTMENT,701 MAIN STREET,LOCAL POLICE DEPARTMENT,1840007489
1005888,OBLONG POLICE DEPARTMENT,202 SOUTH RANGE STREET,LOCAL POLICE DEPARTMENT,1840012755
1005192,ASHTON POLICE DEPARTMENT,902 MAIN STREET,LOCAL POLICE DEPARTMENT,1840011426
1006252,YATES CITY POLICE DEPARTMENT,100 WEST MAIN STREET,LOCAL POLICE DEPARTMENT,1840011768
1008990,HANCOCK POLICE DEPARTMENT,126 WEST HIGH STREET,LOCAL POLICE DEPARTMENT,1840005610
1005079,KETCHUM POLICE DEPARTMENT,480 EAST AVENUE NORTH,LOCAL POLICE DEPARTMENT,1840020029
1005450,DUPO POLICE DEPARTMENT,100 NORTH 2ND STREET,LOCAL POLICE DEPARTMENT,1840012867
1005254,BRAIDWOOD POLICE DEPARTMENT,141 WEST MAIN STREET,LOCAL POLICE DEPARTMENT,1840007090
1006914,ATCHISON COUNTY SHERIFFS DEPARTMENT / ATCHISON COUNTY JAIL,"518 PARALLEL STREET, ATCHISON COUNTY LAW ENFORCEMENT CENTER",SHERIFF'S OFFICE,1840001543
1007086,STEVENS COUNTY SHERIFFS OFFICE / STEVENS COUNTY JAIL,510 SOUTH MONROE STREET,SHERIFF'S OFFICE,1840007618
1009568,ALCONA COUNTY SHERIFFS DEPARTMENT / ALCONA COUNTY JAIL,214 WEST MAIN STREET,SHERIFF'S OFFICE,1840002290
1009419,SHIAWASSEE COUNTY SHERIFFS OFFICE / SHIAWASSEE COUNTY JAIL,201 EAST MCARTHUR STREET,SHERIFF'S OFFICE,1840003070
1009498,FLINT TOWNSHIP POLICE DEPARTMENT,5200 NORKO DRIVE,LOCAL POLICE DEPARTMENT,1840002949
1009907,MONTCALM COUNTY SHERIFFS OFFICE / MONTCALM COUNTY JAIL,659 NORTH STATE STREET,SHERIFF'S OFFICE,1840002875
1009572,HARTFORD POLICE DEPARTMENT,19 WEST MAIN STREET,LOCAL POLICE DEPARTMENT,1840003181
1009486,EVART POLICE DEPARTMENT,137 NORTH RIVER STREET,LOCAL POLICE DEPARTMENT,1840002560
1009789,ONAWAY POLICE DEPARTMENT,3688 BEECH STREET,LOCAL POLICE DEPARTMENT,1840002064
1009983,ZEELAND POLICE DEPARTMENT,29 WEST MAIN AVENUE,LOCAL POLICE DEPARTMENT,1840000383
1009821,SAINT CLAIR COUNTY SHERIFFS OFFICE / SAINT CLAIR COUNTY JAIL,1170 MICHIGAN ROAD,SHERIFF'S OFFICE,1840003953
1009525,OTSEGO COUNTY SHERIFFS OFFICE / OTSEGO COUNTY JAIL,124 SOUTH COURT AVENUE,SHERIFF'S OFFICE,1840002148
1006912,CLARK COUNTY SHERIFFS OFFICE / CLARK COUNTY JAIL,221 WEST 9TH AVENUE,SHERIFF'S OFFICE,1840007612
1009742,MACOMB COUNTY SHERIFFS OFFICE / MACOMB COUNTY JAIL,43565 ELIZABETH ROAD,SHERIFF'S OFFICE,1840003089
1009750,ALGER COUNTY SHERIFFS OFFICE / ALGER COUNTY JAIL,"101 EAST VARNUM STREET, SUITE B",SHERIFF'S OFFICE,1840003924
1005927,PECATONICA POLICE DEPARTMENT,405 MAIN STREET,LOCAL POLICE DEPARTMENT,1840011125
1009235,KNOX COUNTY SHERIFFS DEPARTMENT,327 PARK STREET,SHERIFF'S OFFICE,1840000322
1007377,POTTAWATOMIE COUNTY SHERIFFS OFFICE / POTTAWATOMIE DETENTION CENTER,108 N 1ST ST,SHERIFF'S OFFICE,1840010635
1009378,TUSCOLA COUNTY SHERIFFS OFFICE / TUSCOLA COUNTY JAIL,420 COURT STREET,SHERIFF'S OFFICE,1840010048
1005075,JEROME COUNTY SHERIFFS OFFICE / JEROME COUNTY JAIL,300 NORTH LINCOLN AVENUE,SHERIFF'S OFFICE,1840018680
1007522,FLEMING COUNTY SHERIFF / FLEMING COUNTY JAIL,201 COURT SQUARE,SHERIFF'S OFFICE,1840013191
1005013,ADA COUNTY SHERIFFS OFFICE,7200 BARRISTER DRIVE,SHERIFF'S OFFICE,1840027142
1005144,SPIRIT LAKE POLICE DEPARTMENT,6155 WEST MAINE STREET,LOCAL POLICE DEPARTMENT,1840021098
1007373,SUMNER COUNTY SHERIFFS DEPARTMENT / SUMNER COUNTY LAW ENFORCEMENT CENTER,610 EAST HILLSIDE ROAD,SHERIFF'S OFFICE,1840001703
1007083,SHERIDAN COUNTY SHERIFFS DEPARTMENT / SHERIDAN COUNTY JAIL,940 8TH STREET,SHERIFF'S OFFICE,1840007348
1005246,BLUE ISLAND POLICE DEPARTMENT,13031 GREENWOOD AVENUE,LOCAL POLICE DEPARTMENT,1840007028
1008923,CHEVERLY POLICE DEPARTMENT,6401 FOREST ROAD,LOCAL POLICE DEPARTMENT,1840005984
1009020,MOUNT RAINIER POLICE DEPARTMENT,3249 RHODE ISLAND AVENUE,LOCAL POLICE DEPARTMENT,1840005977
1009285,ALLEGAN CITY POLICE DEPARTMENT,170 MONROE STREET,LOCAL POLICE DEPARTMENT,1840003114
1008964,FREDERICK POLICE DEPARTMENT,100 WEST PATRICK STREET,LOCAL POLICE DEPARTMENT,1840005710
1007355,VALLEY CENTER POLICE DEPARTMENT,616 EAST FIFTH STREET,LOCAL POLICE DEPARTMENT,1840010848
1009461,DURAND POLICE DEPARTMENT,215 WEST CLINTON STREET,LOCAL POLICE DEPARTMENT,1840003071
1007241,JOHNSON COUNTY COMMUNITY COLLEGE POLICE DEPARTMENT,12345 COLLEGE BOULEVARD,SPECIAL JURISDICTION,1840003834
1008960,FOREST HEIGHTS POLICE DEPARTMENT,5508 ARAPAHOE DRIVE,LOCAL POLICE DEPARTMENT,1840005966
1007378,WESTWOOD POLICE DEPARTMENT,4700 RAINBOW BOULEVARD,LOCAL POLICE DEPARTMENT,1840001643
1005496,ERIE POLICE DEPARTMENT,834 MAIN STREET,LOCAL POLICE DEPARTMENT,1840011421
1007273,ROELAND PARK POLICE DEPARTMENT,4600 WEST 51ST STREET,LOCAL POLICE DEPARTMENT,1840001640
1008886,MORGAN STATE UNIVERSITY POLICE AND PUBLIC SAFETY,"1700 EAST COLD SPRING LANE, WASHINGTON SERVICE CENTER",SPECIAL JURISDICTION,1840001592
1009673,LENNON POLICE DEPARTMENT,11910 EAST LENNON ROAD,LOCAL POLICE DEPARTMENT,1840011012
1007021,FORT SCOTT POLICE DEPARTMENT,1604 SOUTH NATIONAL AVENUE,LOCAL POLICE DEPARTMENT,1840001683
1009396,CHEBOYGAN DEPARTMENT OF PUBLIC SAFETY,403 NORTH HURON STREET,LOCAL POLICE DEPARTMENT,1840002047
1005049,CAMAS COUNTY SHERIFFS OFFICE,119 WEST WILLOW AVENUE,SHERIFF'S OFFICE,1840020044
1005028,CALDWELL POLICE DEPARTMENT,110 SOUTH 5TH AVENUE,LOCAL POLICE DEPARTMENT,1840018641
1009415,CONSTANTINE POLICE DEPARTMENT,115 WHITE PIGEON STREET,LOCAL POLICE DEPARTMENT,1840011383
1009820,PORT HURON POLICE DEPARTMENT,100 MCMORRAN BOULEVARD,LOCAL POLICE DEPARTMENT,1840003953
1009365,BURR OAK POLICE DEPARTMENT,228 SOUTH THIRD STREET,LOCAL POLICE DEPARTMENT,1840010157
1009878,SALINE POLICE DEPARTMENT,100 NORTH HARRIS STREET,LOCAL POLICE DEPARTMENT,1840003171
1006857,DAVIESS COUNTY SHERIFF OFFICE / DAVIESS COUNTY SECURITY CENTER,101 NORTHEAST 4TH STREET,SHERIFF'S OFFICE,1840010735
1006875,WHITESTOWN POLICE DEPARTMENT,6210 VETERANS DR,LOCAL POLICE DEPARTMENT,1840010514
1006551,DUBOIS COUNTY SHERIFFS DEPARTMENT / DUBOIS COUNTY JAIL,255 BRUCKE STRASSE,SHERIFF'S OFFICE,1840008646
1009189,LEWISTON POLICE DEPARTMENT,171 PARK STREET,LOCAL POLICE DEPARTMENT,1840000320
1006396,ADAMS COUNTY SHERIFFS DEPARTMENT / ADAMS COUNTY JAIL,313 SOUTH FIRST STREET,SHERIFF'S OFFICE,1840007177
1009496,FLINT POLICE DEPARTMENT,210 EAST 5TH STREET,LOCAL POLICE DEPARTMENT,1840002949
1009582,HILLSDALE POLICE DEPARTMENT,97 NORTH BROAD STREET,LOCAL POLICE DEPARTMENT,1840003252
1006449,FRANKFORT POLICE DEPARTMENT,201 WEST WASHINGTON STREET,LOCAL POLICE DEPARTMENT,1840008358
1009917,CLAYTON TOWNSHIP POLICE DEPARTMENT,2011 SOUTH MORRISH ROAD,LOCAL POLICE DEPARTMENT,1840002944
1009824,PORTLAND POLICE DEPARTMENT,773 EAST GRAND RIVER AVENUE,LOCAL POLICE DEPARTMENT,1840003073
1007475,CLINTON POLICE DEPARTMENT,112 SOUTH JEFFERSON STREET,LOCAL POLICE DEPARTMENT,1840014408
1005656,JOHNSBURG POLICE DEPARTMENT,3611 CHAPEL HILL ROAD,LOCAL POLICE DEPARTMENT,1840011128
1005263,BROOKLYN POLICE DEPARTMENT,312 SOUTH 5TH STREET,LOCAL POLICE DEPARTMENT,1840010780
