fire_emergency_id,name,address,city_id
1971611,Oakland Fire Department Station 29,1016 66th Avenue,1840020296
1971613,Tilbury Volunteer Fire and Rescue Company Station 169,11 East Poplar Street,1840000761
1971615,Paris Landing Fire Department Station 4,6919 Highway 79 North,1840144146
1971632,Overland Park Fire Department - Station 43,13801 Switzer Road,1840003834
1971640,West Pierce Fire and Rescue Station 22,8517 Washington Boulevard Southwest,1840019860
1971661,Golden Valley Fire Department Station 2,400 Turners Crossroad South,1840007824
1971685,Ocean City Volunteer Fire Company Station 5,10124 Keyser Point Road,1840006259
1971689,Highland Volunteer Fire Department Station 2,3301 State Highway 76,1840024891
1971696,Stone Wall Volunteer Fire Department,County Road 35,1840006295
1971714,Glendale Town Fire Department,50 South 100 East,1840021569
1971719,Laurens County Fire Department Gray Court,52 Dove Road,1840016594
1971729,Alpharetta Fire Department Station 1,2970 Webb Bridge Road,1840013659
1971740,Leon Valley Fire Department,6300 El Verde Road,1840022220
1971741,Estacion de Bomberos de Toa Baja,4 Avenida Muñoz Rivera,1630023735
1971764,Germantown Fire Department Station 3,7766 Farmington Boulevard,1840013473
1971769,Rives Volunteer Fire Department,3466 East Cross Street,1840017707
1971790,Borough of Totowa Fire Department Volunteer Fire Company 1,22 Mitchell Avenue,1840000839
1971820,Dallas Volunteer Fire Department,330 Main Street,1840000364
1971857,Cleveland Fire Department Station 4,3136 Lorain Avenue,1840000596
1971881,Fanwood Volunteer Fire Department,75 North Martine Avenue,1840003614
1971882,Burkettsville Community Fire Department,17 West Main Street,1840010384
1971888,Blanca Volunteer Fire Department,604 Smith Avenue,1840021555
1971891,Johnson County Consolidated Fire District Number 2 Station 23,7810 Mission Road,1840001644
1971899,Eldora Fire Department and Emergency Medical Services,1208 15th Avenue,1840000450
1971901,Coweta County Fire Department Station 1,483 Turkey Creek Road,1840014833
1971908,Cherokee County Fire and Emergency Services Station 8,260 Hickory Road,1840014703
1971926,Iberia Parish Fire District 1 Coteau Volunteer Fire Station,4715 State Highway 88,1840015053
1971942,Wellington - Napoleon Fire Protection District,300 Cherry Street,1840010679
1971943,Houghton Fire Department Station 1,1404 Gundlach Road,1840003919
1971971,Delta Junction Volunteer Fire Department,1325 Delta Avenue,1840023474
1971972,Burke Volunteer Fire Department,701 Washington Street,1840002862
1971976,Chisholm Trail Fire and Rescue Station 1,8811 Niederwald Strasse,1840020907
1971986,Calhan Fire Protection District,725 4th Street,1840022476
1972010,Burlington Fire Department,108 West 8th Street,1840009406
1972015,Lacon - Sparland Fire Protection District and Emergency Ambulance Service,921 5th Street,1840008279
1972027,Grand Haven Township Fire and Rescue,13250 168th Avenue,1840002995
1972030,Lawton Fire Department,224 Main Street,1840000075
1972034,Boynton Beach Fire Rescue Station 5,2080 High Ridge Road,1840014208
1972039,Marion Volunteer Fire and Rescue,5998 Dale Drive,1840016986
1972086,Township of Union Fire Department Station 2,2493 Vauxhall Road,1840153043
1972108,Georgetown Fire Department Station 2,1603 Williams Drive,1840020875
1972121,Altamont Fire Company District 36 Station 4,209 Green Street,1840002758
1972122,Eastchester Fire Department,31 Wilmot Road,1840004943
1972137,Trigg - Lyon Volunteer Fire Department,8811 Rockcastle Road,1840013282
1972152,Menard Volunteer Fire Department,1001 South Ellis Street,1840020863
1972164,Dayton Fire Department Station 2,1009 East 3rd Street,1840034249
1972184,Bonanza Rural Fire Protection District,2849 Market Street,1840021283
1972206,Marrero Harvey Volunteer Fire Department Station 82,3649 Patriot Street,1840013985
1972215,Alabama - Coushatta Indian Nation Fire Department,571 State Park Road 56,1840022159
1972219,Nocona Hills Volunteer Fire Department and Emergency Medical Service,214 Nocona Drive,1840020569
1972220,Midland Volunteer Fire Department,733 Mount Willing Road,1840017971
1972227,Lisbon Volunteer Fire Department Station 27,113 South Jefferson Street,1840011932
1972243,Forsyth Volunteer Fire Department,257 North 9th Avenue,1840019879
1972244,Sterling Fire Department,410 North 5th Street,1840021377
1972273,Laurel Fire Department Station 1,314 Ellisville Boulevard,1840014945
1972278,Maypearl Volunteer Fire Department,750 North Main Street,1840020756
1972279,Calhoun Fire Department Station 1,327 South Wall Street,1840013596
1972291,Springville Fire and Rescue Station 41,75 West Center Street,1840021399
1972302,Cowlitz 2 Fire and Rescue Station 24,1436 Rose Valley Road,1840018503
1972335,Carroll Fire Department,1811 North Brownfield Road,1840010451
1972340,Cal Farley's Boys Ranch Fire Department,1 Main Street,1840025815
1972360,Canyon City Volunteer Fire Department,123 South Washington Street,1840022349
1972362,Northern Monroe Fire Territory Fire Department,5081 North Old State Highway 37,1840007376
1972369,Roseland Volunteer Fire Department,62438 Commercial Drive,1840018208
1972392,Warrensville Heights Fire Department Station 1,4301 Warrensville Center Road,1840003419
1972400,Dalton Fire Department Station 5,1290 Cross Plains Trail,1840014651
1972401,Donalsonville Fire Department,300 North Tenille Avenue,1840014997
1972412,Spokane Fire Department Station 6,1615 South Spotted Road,1840021093
1972417,Ashburn Fire and Rescue Company 6,20688 Ashburn Road,1840024495
1972420,Pinegrove Township Volunteer Fire Department Station 15,2369 State Highway 157,1840003426
1972422,Conrad Volunteer Fire Department,105 East Grundy Avenue,1840006963
1972448,Bertrand City and Rural Fire Department,516 Minor Avenue,1840012076
1972488,Rural Security Fire Company Station 43,1301 North 7th Street,1840001347
1972507,New Rochelle Fire Department Station 1,45 Harrison Street,1840000782
1972511,Alcoa Fire Department Station 2,271 Joule Street,1840013404
1972544,Hamburg Volunteer Fire and Rescue,711 Main Street,1840001000
1972560,Satanta and Dudley Township Fire Department,207 West Comanche Street,1840009882
1972561,Los Angeles County Fire Department Station 90,10115 East Rush Street,1840021869
1972572,Oak Valley Volunteer Fire Company Fire Station,595 Princeton Boulevard,1840001525
1972574,Mifflin Township Forest Rangers and Fire Company Station 220,605 Market Street,1840004996
1972575,Excelsior Fire Engine Company,1 Mike Kernan Drive,1840004966
1972587,Old Forge Fire Department,116 Fulton Street,1840026142
1972590,Bern Fire Department,324 Main Street,1840007298
1972591,Joliet Fire Department Station 4,868 North Draper Avenue,1840008192
1972599,McAllen Fire Department Station 2,2811 North Main Street,1840021024
1972625,Wenatchee Valley Fire Department Station 13,1836 South Mission Avenue,1840021074
1972628,Pettis County Fire District 1 Station 6,28013 Kemp Road,1840012809
1972631,Northwest Fire Protection District Station 2,6420 Old River Road,1840009132
1972633,Tupelo Fire District,106 North 6th Avenue,1840021879
1972637,Los Alamos County Fire Department Station 4,4401 Diamond Drive,1840017779
1972646,Halsey - Shedd Fire District Station 52,31922 B Street,1840023944
1972690,Bienville Parish Fire Protection Ward 7 Station 2 Brown Town,State Highway 155,1840018097
1972693,Glen Cove Fire Station,10 Glen Cove Avenue,1840000987
1972698,Ontario Fire Department Station 7,4901 East Vanderbilt Street,1840020410
1972724,San Francisco Fire Department Station 24,100 Hoffman Avenue,1840021543
1972732,Harrison Fire Department Station 3,2500 Airport Road,1840013327
1972762,East Islip Fire Station,30 East Main Street,1840005036
1972771,97 South Volunteer Fire Department,144 Dollar Drive,1840013899
1972772,Yakima Fire Department Station 92,7707 West Tieton Drive,1840021154
1972794,Bugtussle Volunteer Fire Department,5320 Flowery Mound Road,1840020457
1972802,Miramar Fire Department Station 62,21134 H Avenue,1840021990
1972806,El Dorado Fire Department Station 4,1415 West Hillsboro Street,1840013773
1972812,Hillsborough Volunteer Fire Company 3,324 Woods Road,1840153047
1972827,Sun City Fire District Station 133,13232 North 111th Avenue,1840022917
1972838,Fishers Landing Fire Department,42038 County Road 195,1840023980
1972855,Southwest Central Fire Territory Fire Department,23626 Fillmore Road,1840009241
1972858,Comer Volunteer Fire Department,169 Laurel Avenue,1840014726
1972863,Eureka Volunteer Fire Department,North Main Street and West Robins Street,1840024244
1972880,Houston Fire Department Station 42,8675 Clinton Drive,1840020925
1972882,Eastside Fire and Rescue Station 72,1575 Northwest Maple Street,1840018422
1972885,Mason County Fire District 4 Station 42,3280 Southeast Lynch Road,1840021123
1972889,Butterfield Volunteer Fire Department,310 Hubbard Avenue,1840006814
1972901,Ivesdale Fire Protection District,406 Third Street,1840012221
1972908,Greenhill Volunteer Fire Department Station 1,8731 US Highway 43,1840002083
1972910,Mountain Home Fire Department Station 2,72 Sunset Drive,1840014452
1972915,Port Jervis Fire Department Howard Wheat Engine 4,31 Owen Street,1840000587
1972922,Greenbrier Volunteer Fire Station 2,22 Kaney Ridge Road,1840013477
1972924,Iberia Rural Fire Protection District Station 2,219 Crane Street,1840007515
1972928,Stewartville Fire Department,417 South Main Street,1840008985
1972939,South Fulton Fire and Rescue Department Station 8,8675 Ridge Road,1840013662
1972947,West Pawlet Volunteer Fire Department,2806 State Highway 153,1840037485
1972959,Oolitic Volunteer Fire Department,5 Hoosier Avenue,1840009717
1972963,Northern Arizona Consolidated Fire District Station 34,7000 Flightline Drive,1840021043
1972970,Weldon Fire Department,104 North Main Street,1840010368
1973003,Glendale Fire Department Station 25,353 North Chevy Chase Drive,1840020483
1973045,Puget Sound Regional Fire Authority Fire Station 76,20676 72nd Avenue South,1840018424
1973048,Wade Community Fire Department,7130 Powell Street,1840016443
1973078,Lunenburg Fire Department - Gilman,41 Treatment Plant Road,1840114819
1973079,South Portland Fire Department Ferry Village,75 School Street,1840000328
1973087,Houston Fire Department Station 11,460 T C Jester Boulevard,1840020925
1973092,Barnwell Volunteer Fire and Rescue Department,8587 US Highway 98,1840002039
1973130,Breitung Township Fire Department Station 2,525 East Breen Avenue,1840001992
1973133,Lexington Fire Department Station 16,3700 Man O War Boulevard,1840015211
1973151,Hughesville Community Fire Department,206 Cravens Street,1840012809
1973156,Lane Fire Authority Station 107 Fox Hollow,84501 McBeth Road,1840020007
1973163,Elizabeth Fire Department,205 West Broadway Avenue,1840007745
1973171,Colorado Springs Fire Department Station 5,2830 West Colorado Avenue,1840018825
1973179,United States Air Force Academy Fire and Emergency Services Station 1,6202 Pine Drive,1840018825
1973184,Reading Airport Fire Brigade,2501 Bernville Road,1840001185
1973208,Beaver County Fire District 2 - Circle 4 Station,1350 West Thermal Road,1840022508
1973233,Oceana Naval Air Station Fire Department,770 Hornet Drive,1840003871
1973234,Rural / Metro Fire Department Knox County Station 28,3111 Old Maryville Pike,1840014486
1973236,Castoria Fire Department and Emergency Medical Services,5118 State Highway 91,1840017829
1973264,Hillsborough County Fire Rescue Station 30 Midway Combo,2526 Charlie Taylor Road,1840015115
1973276,Spivey Rural Fire Department,113 North Main Street,1840009883
1973279,Tulare County Fire Department Tipton Fire Station 26,241 South Graham Road,1840019039
1973287,Woodland Fire Department,103 Oak Street,1840016044
1973313,Karns Fire Department Station 3,4725 Guinn Road,1840014486
1973315,Naval Air Station Jacksonville Structural Fire Station 2,Allegheny Road,1840015031
1973331,Westmoreland Volunteer Fire Department Engine Company 2,52 Rectory Road,1840006283
1973346,Ponderosa Fire Department Station 63,21455 Imperial Valley Drive,1840020925
1973347,Oro Vista Volunteer Fire and Rescue Station 2,17 Alamo Canyon Road,1840019403
1973372,El Cerrito Fire Department Station 72,1520 Arlington Boulevard,1840020275
1973388,Holland Fire Department,210 Rock Street,1840006798
1973412,Murfreesboro Fire Rescue Department Station 7,2715 North Thompson Lane,1840014495
1973417,Brewster Fire and Rescue Department,906 3rd Avenue,1840004168
1973452,Lemon Springs Volunteer Fire Department,1138 Greenwood Road,1840015421
1973461,Fort Myers Fire Department Station 6,4000 Veronica S Shoemaker Boulevard,1840014226
1973487,Salisbury Fire Department Station 1,514 East Innes Street,1840015384
1973528,Warren Township Volunteer Fire Department Station 2,19987 State Highway 676,1840001545
1973545,Shackle Island Volunteer Fire and Rescue Department,3199 Long Hollow Pike Suite B,1840014419
1973557,Bethany Fire Protection District and Ambulance Service,530 East Main Street,1840012560
1973571,Lindsay Fire Department,110 West Creek Street,1840020478
1973582,Waco Fire Department Station 12,3300 Flat Rock Road,1840022140
1973583,Lady's Island - Saint Helena Fire District Station 20,146 Ladys Island Drive,1840013818
1973587,Rivers Pointe Fire and Rescue Station 1,100 Firehouse Drive,1840010718
1973589,Lois Volunteer Fire Department,12067 Marsh Road,1840024589
1973612,Harmon Fire Department,104 East Main Street,1840011427
1973617,Hanover Township Volunteer Fire Company,419 West Lagrange Road,1840013778
1973643,Sun Prairie Fire and Rescue Comany Station 1,135 North Bristol Street,1840002902
1973653,Westside Volunteer Fire Department,2037 State Highway 23 West,1840016779
1973661,Mountain View Fire Rescue Boulder Station 2,7700 Baseline Road,1840018774
1973674,Albuquerque Fire Department Station 19,3520 San Andres Avenue Northeast,1840019176
1973678,McMinn Fire and Rescue Squad McMinn County District 1,808 South Congress Parkway,1840013429
1973681,Odessa Fire Department Station 2,1801 East Murphy Street,1840020794
1973724,Hope Volunteer Fire Department,Steele Avenue,1840000129
1973744,Biddle Volunteer Fire Department,17 Fortner Loop,1840023900
1973749,Bushkill Township Volunteer Fire Company Station 52,155 Firehouse Drive,1840000974
1973757,Vista Fire Department Station 1,175 North Melrose Drive,1840021994
